PassengerId,Name,Age,Sex,Pclass,Fare,Embarked,Survived,Age_Group,Fare_Category,Survival_Status
800,Sophia Brown,28,male,1,269.395,S,1,Adult,High,Survived
801,John Brown,40,female,3,169.05,S,1,Adult,High,Survived
802,Sophia Smith,72,female,1,265.99,S,1,Senior,High,Survived
803,Mary Taylor,40,female,2,269.395,Q,0,Adult,High,Not Survived
804,John Brown,40,female,2,485.02,S,1,Adult,Very High,Survived
805,Sophia Brown,64,female,1,269.395,C,0,Senior,High,Not Survived
806,David Brown,51,female,1,269.395,S,1,Adult,High,Survived
807,Chris Brown,40,male,2,269.395,Q,1,Adult,High,Survived
808,John Smith,22,male,1,73.31,S,1,Adult,Medium,Survived
809,Chris Brown,40,male,3,269.395,Q,0,Adult,High,Not Survived
810,Alex Smith,40,male,2,203.34,S,0,Adult,High,Not Survived
811,Sara Smith,40,female,1,259.67,S,1,Adult,High,Survived
812,Sophia Smith,40,female,2,269.395,S,0,Adult,High,Not Survived
813,Sara Brown,27,female,3,410.64,S,1,Adult,Very High,Survived
814,Chris Brown,40,female,1,365.06,S,1,Adult,Very High,Survived
815,Sara Brown,72,female,1,306.77,C,1,Senior,Very High,Survived
816,John Taylor,40,female,3,225.6,Q,0,Adult,High,Not Survived
817,John Smith,40,female,1,482.86,C,0,Adult,Very High,Not Survived
818,Chris Smith,24,female,3,269.395,C,0,Adult,High,Not Survived
819,Sophia Brown,25,male,2,269.395,S,0,Adult,High,Not Survived
820,Alex Brown,40,female,2,269.395,S,0,Adult,High,Not Survived
821,David Brown,30,female,2,269.395,S,1,Adult,High,Survived
822,Sophia Brown,16,male,2,487.11,Q,0,Teen,Very High,Not Survived
823,David Taylor,40,female,2,399.26,S,1,Adult,Very High,Survived
824,Mary Taylor,40,female,3,269.395,S,1,Adult,High,Survived
825,Sara Taylor,10,female,1,332.98,C,1,Child,Very High,Survived
826,Sophia Smith,53,male,2,269.395,S,1,Adult,High,Survived
827,Mary Brown,40,male,3,444.53,S,1,Adult,Very High,Survived
828,John Taylor,40,female,3,269.395,S,1,Adult,High,Survived
829,Mary Taylor,40,female,2,427.12,C,1,Adult,Very High,Survived
830,Mary Smith,40,male,2,269.395,C,0,Adult,High,Not Survived
831,Chris Smith,61,female,1,269.395,S,1,Senior,High,Survived
832,Mary Taylor,12,male,2,269.395,Q,0,Child,High,Not Survived
833,Chris Taylor,40,male,1,417.15,S,1,Adult,Very High,Survived
834,John Brown,40,male,2,52.56,C,1,Adult,Medium,Survived
835,David Taylor,40,male,3,269.395,Q,1,Adult,High,Survived
836,Emma Smith,40,female,3,405.19,S,1,Adult,Very High,Survived
837,Sara Brown,23,female,1,269.395,S,0,Adult,High,Not Survived
838,Alex Smith,59,female,1,269.395,S,0,Adult,High,Not Survived
839,Mary Brown,40,female,3,272.55,S,0,Adult,High,Not Survived
840,Chris Brown,67,female,1,269.395,S,0,Senior,High,Not Survived
841,Sophia Smith,40,female,1,269.395,Q,1,Adult,High,Survived
842,John Smith,40,female,1,269.395,C,0,Adult,High,Not Survived
843,John Taylor,41,female,3,295.02,S,1,Adult,High,Survived
844,Mary Smith,40,male,3,28.8,S,1,Adult,Low,Survived
845,Sara Smith,22,female,2,280.42,Q,0,Adult,High,Not Survived
846,Sophia Brown,40,male,3,269.395,S,1,Adult,High,Survived
847,John Smith,40,female,1,269.395,C,0,Adult,High,Not Survived
848,Sophia Taylor,29,female,2,304.32,S,1,Adult,Very High,Survived
849,Emma Brown,71,male,1,269.395,S,1,Senior,High,Survived
850,Chris Taylor,40,female,2,269.395,Q,1,Adult,High,Survived
851,Sara Smith,40,female,2,21.42,Q,0,Adult,Low,Not Survived
852,Sophia Brown,40,female,1,425.29,S,1,Adult,Very High,Survived
853,John Smith,51,female,2,474.57,C,0,Adult,Very High,Not Survived
854,David Taylor,38,female,1,337.98,S,1,Adult,Very High,Survived
855,Mary Smith,70,female,3,269.395,S,0,Senior,High,Not Survived
856,Sophia Smith,40,female,1,269.395,C,1,Adult,High,Survived
857,Sophia Smith,40,female,3,269.395,C,1,Adult,High,Survived
858,Sophia Smith,40,female,3,407.08,C,1,Adult,Very High,Survived
859,Mary Smith,33,male,2,269.395,C,1,Adult,High,Survived
860,David Taylor,33,male,2,269.395,S,1,Adult,High,Survived
861,Mary Brown,40,female,3,269.395,S,1,Adult,High,Survived
862,Emma Smith,33,male,1,6.73,Q,1,Adult,Low,Survived
863,Sara Smith,21,male,1,269.395,S,1,Adult,High,Survived
864,John Taylor,35,female,3,269.395,Q,0,Adult,High,Not Survived
865,Mary Brown,40,female,3,464.42,S,1,Adult,Very High,Survived
866,John Brown,37,female,1,269.395,Q,0,Adult,High,Not Survived
867,Sophia Smith,40,male,3,269.395,S,0,Adult,High,Not Survived
868,Emma Brown,40,female,1,269.395,Q,0,Adult,High,Not Survived
869,Alex Smith,17,male,3,269.395,Q,1,Teen,High,Survived
870,Sara Taylor,40,female,3,103.29,S,1,Adult,Medium,Survived
871,David Brown,3,female,3,129.27,C,0,Child,Medium,Not Survived
872,Chris Brown,40,female,2,488.29,C,1,Adult,Very High,Survived
873,John Brown,40,male,3,272.64,S,0,Adult,High,Not Survived
874,Mary Taylor,40,female,2,269.395,Q,0,Adult,High,Not Survived
875,Sophia Taylor,40,female,2,471.27,C,1,Adult,Very High,Survived
876,Mary Brown,40,female,1,370.63,S,0,Adult,Very High,Not Survived
877,Sophia Taylor,40,female,3,269.395,S,1,Adult,High,Survived
878,Sara Brown,80,female,2,269.395,Q,1,Senior,High,Survived
879,Mary Smith,40,female,1,269.395,S,0,Adult,High,Not Survived
880,Alex Brown,36,female,3,476.28,Q,1,Adult,Very High,Survived
881,John Taylor,72,male,2,493.6,S,0,Senior,Very High,Not Survived
882,Sara Smith,40,female,2,269.395,S,1,Adult,High,Survived
883,Emma Taylor,25,female,1,298.84,S,1,Adult,High,Survived
884,Alex Smith,40,male,1,268.64,Q,0,Adult,High,Not Survived
885,David Smith,7,female,3,269.395,C,0,Child,High,Not Survived
886,Emma Brown,10,female,3,269.395,C,0,Child,High,Not Survived
887,Sophia Taylor,65,female,3,322.51,C,0,Senior,Very High,Not Survived
888,Sara Taylor,40,female,2,25.54,S,0,Adult,Low,Not Survived
889,David Brown,63,female,3,422.93,Q,0,Senior,Very High,Not Survived
890,Emma Brown,59,female,3,372.19,S,0,Adult,Very High,Not Survived
891,Emma Taylor,40,male,1,269.395,S,0,Adult,High,Not Survived
892,Emma Smith,16,female,3,371.4,S,0,Teen,Very High,Not Survived
893,Chris Taylor,40,male,2,269.395,Q,0,Adult,High,Not Survived
894,Mary Brown,40,male,2,375.73,C,1,Adult,Very High,Survived
895,Alex Taylor,40,female,2,269.395,S,0,Adult,High,Not Survived
896,David Brown,40,female,3,269.395,S,0,Adult,High,Not Survived
897,Alex Brown,40,female,1,269.395,S,0,Adult,High,Not Survived
898,John Brown,18,female,3,208.93,S,1,Teen,High,Survived
899,Sara Taylor,26,female,1,435.53,C,1,Adult,Very High,Survived
900,David Brown,29,female,1,269.395,S,1,Adult,High,Survived
901,John Brown,59,female,2,269.395,S,0,Adult,High,Not Survived
902,Sophia Smith,15,female,1,269.395,S,0,Teen,High,Not Survived
903,Emma Taylor,40,female,1,470.64,S,0,Adult,Very High,Not Survived
904,Sara Brown,40,male,3,274.62,C,1,Adult,High,Survived
905,Sara Smith,40,female,3,156.32,S,0,Adult,High,Not Survived
906,Mary Brown,69,female,1,8.46,C,1,Senior,Low,Survived
907,Alex Smith,40,female,3,269.395,S,0,Adult,High,Not Survived
908,Sara Brown,40,female,1,269.395,S,0,Adult,High,Not Survived
909,Alex Smith,40,female,2,210.89,S,0,Adult,High,Not Survived
910,Emma Taylor,40,male,1,269.395,Q,1,Adult,High,Survived
911,Chris Smith,40,male,2,101.56,C,1,Adult,Medium,Survived
912,Mary Smith,49,female,1,123.28,Q,1,Adult,Medium,Survived
913,Emma Brown,8,female,1,377.69,C,0,Child,Very High,Not Survived
914,John Taylor,40,female,3,380.8,Q,1,Adult,Very High,Survived
915,Sophia Smith,38,female,2,412.28,S,0,Adult,Very High,Not Survived
916,Alex Brown,21,female,1,269.395,S,1,Adult,High,Survived
917,Chris Smith,40,female,3,269.395,S,0,Adult,High,Not Survived
918,Emma Brown,40,male,3,58.87,Q,1,Adult,Medium,Survived
919,Emma Taylor,40,female,3,329.97,S,0,Adult,Very High,Not Survived
920,John Brown,40,female,2,410.97,S,1,Adult,Very High,Survived
921,Sophia Smith,40,female,2,269.395,C,1,Adult,High,Survived
922,Sara Taylor,40,female,2,177.73,Q,1,Adult,High,Survived
923,David Smith,26,female,2,74.51,S,0,Adult,Medium,Not Survived
924,Mary Smith,51,male,2,454.93,Q,0,Adult,Very High,Not Survived
925,Sophia Brown,40,female,3,269.395,S,0,Adult,High,Not Survived
926,David Brown,40,female,1,269.395,S,0,Adult,High,Not Survived
927,Sara Taylor,40,male,3,401.77,C,1,Adult,Very High,Survived
928,Chris Taylor,59,female,3,311.13,S,0,Adult,Very High,Not Survived
929,John Taylor,40,male,3,290.87,Q,1,Adult,High,Survived
930,Alex Brown,80,female,3,423.32,S,1,Senior,Very High,Survived
931,John Brown,40,male,3,269.395,S,0,Adult,High,Not Survived
932,Sara Smith,40,female,3,269.395,S,1,Adult,High,Survived
933,John Brown,31,male,2,351.7,S,0,Adult,Very High,Not Survived
934,John Smith,40,male,1,269.395,S,0,Adult,High,Not Survived
935,John Smith,38,female,1,269.395,Q,0,Adult,High,Not Survived
936,John Taylor,40,female,3,269.395,S,1,Adult,High,Survived
937,Chris Brown,11,female,3,269.395,S,0,Child,High,Not Survived
938,Mary Taylor,40,female,1,269.395,S,0,Adult,High,Not Survived
939,Chris Taylor,40,female,1,269.395,C,1,Adult,High,Survived
940,Chris Smith,40,male,1,454.45,C,0,Adult,Very High,Not Survived
941,Sara Smith,10,male,1,62.97,Q,1,Child,Medium,Survived
942,Sophia Smith,40,female,1,269.395,C,0,Adult,High,Not Survived
943,John Taylor,40,female,3,269.395,C,1,Adult,High,Survived
944,Chris Smith,40,female,2,71.65,Q,1,Adult,Medium,Survived
945,John Smith,76,male,3,269.395,C,0,Senior,High,Not Survived
946,Mary Brown,40,female,3,449.33,Q,1,Adult,Very High,Survived
947,Alex Smith,40,female,2,240.45,S,0,Adult,High,Not Survived
948,David Brown,64,female,1,479.1,Q,0,Senior,Very High,Not Survived
949,Sara Smith,40,male,2,116.93,Q,0,Adult,Medium,Not Survived
950,Sophia Smith,7,female,1,82.22,C,0,Child,Medium,Not Survived
951,Alex Taylor,28,female,3,75.94,S,1,Adult,Medium,Survived
952,David Smith,9,male,1,273.86,C,1,Child,High,Survived
953,Mary Taylor,40,male,3,269.395,S,1,Adult,High,Survived
954,Chris Taylor,75,female,3,269.395,S,1,Senior,High,Survived
955,Alex Taylor,77,female,1,378.21,S,0,Senior,Very High,Not Survived
956,Sophia Brown,40,female,2,269.395,C,1,Adult,High,Survived
957,Sophia Smith,43,female,1,339.34,S,0,Adult,Very High,Not Survived
958,Sophia Smith,41,female,3,226.24,Q,0,Adult,High,Not Survived
959,Chris Brown,40,female,3,145.03,Q,1,Adult,Medium,Survived
960,John Smith,40,female,1,269.395,C,0,Adult,High,Not Survived
961,Sophia Taylor,47,male,1,269.395,C,1,Adult,High,Survived
962,Sophia Brown,31,male,1,269.395,Q,0,Adult,High,Not Survived
963,Mary Smith,40,female,2,269.395,Q,0,Adult,High,Not Survived
964,Alex Smith,40,male,3,269.395,C,1,Adult,High,Survived
965,Sara Brown,73,female,2,269.395,C,1,Senior,High,Survived
966,Chris Taylor,40,male,3,269.395,S,1,Adult,High,Survived
967,Mary Smith,40,female,3,269.395,C,0,Adult,High,Not Survived
968,John Taylor,40,female,2,21.9,Q,0,Adult,Low,Not Survived
969,Chris Brown,40,male,2,341.75,S,1,Adult,Very High,Survived
970,John Smith,41,male,2,269.395,C,1,Adult,High,Survived
971,Chris Taylor,40,male,1,366.4,S,1,Adult,Very High,Survived
972,Emma Smith,18,female,2,269.395,C,1,Teen,High,Survived
973,Chris Brown,40,female,1,175.1,S,1,Adult,High,Survived
974,Emma Brown,40,female,3,17.72,S,1,Adult,Low,Survived
975,Sara Smith,40,female,3,119.21,S,0,Adult,Medium,Not Survived
976,Chris Taylor,41,female,3,269.395,Q,0,Adult,High,Not Survived
977,David Smith,22,male,3,269.395,S,1,Adult,High,Survived
978,Chris Brown,40,female,2,26.72,C,1,Adult,Low,Survived
979,Mary Brown,40,female,1,269.395,Q,0,Adult,High,Not Survived
980,Mary Brown,38,female,2,269.395,S,1,Adult,High,Survived
981,Sophia Brown,40,male,1,269.395,Q,1,Adult,High,Survived
982,Sara Smith,23,female,1,269.395,S,1,Adult,High,Survived
983,Chris Brown,25,male,1,269.395,Q,1,Adult,High,Survived
984,Emma Brown,28,male,2,269.395,C,1,Adult,High,Survived
985,John Smith,40,female,3,338.98,Q,0,Adult,Very High,Not Survived
986,Emma Brown,40,female,1,269.395,S,1,Adult,High,Survived
987,Mary Taylor,52,female,3,496.48,Q,1,Adult,Very High,Survived
988,Sara Taylor,40,male,2,263.26,S,0,Adult,High,Not Survived
989,John Taylor,40,female,2,363.49,S,1,Adult,Very High,Survived
990,David Brown,40,male,2,269.395,S,1,Adult,High,Survived
991,John Smith,36,female,2,269.395,C,0,Adult,High,Not Survived
992,Mary Brown,67,male,1,247.68,S,1,Senior,High,Survived
993,Sara Smith,40,male,1,269.395,C,1,Adult,High,Survived
994,Sara Brown,76,female,2,226.63,C,0,Senior,High,Not Survived
995,Mary Brown,15,female,2,269.395,S,0,Teen,High,Not Survived
996,Emma Brown,79,female,2,314.14,S,1,Senior,Very High,Survived
997,David Brown,72,female,3,269.395,S,1,Senior,High,Survived
998,David Brown,40,female,2,368.67,S,0,Adult,Very High,Not Survived
999,John Brown,40,female,1,269.395,C,0,Adult,High,Not Survived
1000,Emma Smith,40,male,1,269.395,S,1,Adult,High,Survived
1001,John Taylor,40,female,1,269.395,Q,0,Adult,High,Not Survived
1002,Sara Taylor,11,male,3,148.06,S,0,Child,Medium,Not Survived
1003,Alex Brown,21,male,1,339.48,C,0,Adult,Very High,Not Survived
1004,Sophia Taylor,42,female,1,269.395,C,1,Adult,High,Survived
1005,Alex Taylor,34,female,1,269.395,C,1,Adult,High,Survived
1006,Emma Brown,40,female,2,269.395,S,0,Adult,High,Not Survived
1007,Chris Taylor,40,male,2,269.395,Q,0,Adult,High,Not Survived
1008,Alex Smith,40,male,3,486.9,C,1,Adult,Very High,Survived
1009,Mary Brown,40,female,2,288.02,S,1,Adult,High,Survived
1010,Sophia Taylor,8,male,2,269.395,C,1,Child,High,Survived
1011,Chris Brown,40,female,2,411.73,Q,1,Adult,Very High,Survived
1012,David Smith,40,female,1,74.42,S,0,Adult,Medium,Not Survived
1013,David Smith,68,female,1,269.395,S,1,Senior,High,Survived
1014,Emma Smith,14,male,2,269.395,Q,0,Teen,High,Not Survived
1015,David Taylor,10,male,2,269.395,C,1,Child,High,Survived
1016,Sophia Brown,40,male,1,323.07,S,1,Adult,Very High,Survived
1017,Chris Brown,58,female,1,269.395,S,1,Adult,High,Survived
1018,David Brown,40,female,1,269.395,C,1,Adult,High,Survived
1019,Chris Taylor,40,female,3,269.395,S,0,Adult,High,Not Survived
1020,Chris Brown,40,female,2,207.75,S,0,Adult,High,Not Survived
1021,Sophia Taylor,40,female,1,264.88,S,1,Adult,High,Survived
1022,Sophia Brown,39,female,2,269.395,S,0,Adult,High,Not Survived
1023,David Smith,45,male,3,269.395,C,1,Adult,High,Survived
1024,Emma Smith,40,male,3,285.54,S,0,Adult,High,Not Survived
1025,Chris Taylor,40,male,1,269.395,S,1,Adult,High,Survived
1026,John Brown,40,female,3,304.65,S,0,Adult,Very High,Not Survived
1027,Mary Smith,40,male,3,269.395,S,1,Adult,High,Survived
1028,David Taylor,12,female,2,213.74,Q,0,Child,High,Not Survived
1029,Sara Taylor,66,female,1,417.7,S,1,Senior,Very High,Survived
1030,John Taylor,40,female,1,75.71,Q,0,Adult,Medium,Not Survived
1031,Chris Taylor,40,female,3,124.82,C,1,Adult,Medium,Survived
1032,Sara Taylor,47,male,3,269.395,Q,0,Adult,High,Not Survived
1033,David Taylor,40,female,1,59.62,C,1,Adult,Medium,Survived
1034,Chris Brown,50,male,2,154.26,Q,1,Adult,High,Survived
1035,Chris Brown,10,female,1,269.395,Q,1,Child,High,Survived
1036,Mary Smith,33,male,1,182.7,Q,0,Adult,High,Not Survived
1037,John Brown,10,female,3,269.395,S,0,Child,High,Not Survived
1038,Chris Smith,40,female,2,48.16,S,0,Adult,Low,Not Survived
1039,Sophia Smith,40,female,2,269.395,S,0,Adult,High,Not Survived
1040,David Taylor,40,male,2,357.16,C,1,Adult,Very High,Survived
1041,Sara Taylor,38,male,1,269.395,S,1,Adult,High,Survived
1042,Sara Taylor,22,female,3,269.395,S,0,Adult,High,Not Survived
1043,David Brown,40,male,2,490.62,S,0,Adult,Very High,Not Survived
1044,Emma Brown,37,female,1,269.395,C,1,Adult,High,Survived
1045,Alex Smith,40,male,1,269.395,S,1,Adult,High,Survived
1046,Chris Smith,60,female,1,175.85,C,0,Adult,High,Not Survived
1047,John Smith,40,female,1,269.395,C,1,Adult,High,Survived
1048,Sara Brown,40,male,2,231.25,S,1,Adult,High,Survived
1049,Mary Brown,5,female,3,269.395,Q,1,Child,High,Survived
1050,Sophia Taylor,60,female,1,431.92,C,1,Adult,Very High,Survived
1051,Mary Smith,40,female,1,16.87,S,1,Adult,Low,Survived
1052,Sophia Smith,40,male,3,269.395,C,0,Adult,High,Not Survived
1053,David Smith,40,female,3,269.395,C,1,Adult,High,Survived
1054,Mary Taylor,40,female,2,56.53,Q,1,Adult,Medium,Survived
1055,Sophia Smith,38,female,2,269.395,S,0,Adult,High,Not Survived
1056,Alex Smith,26,female,1,494.81,S,1,Adult,Very High,Survived
1057,David Brown,18,female,3,269.395,S,0,Teen,High,Not Survived
1058,Chris Taylor,40,female,1,258.76,S,1,Adult,High,Survived
1059,Sophia Smith,62,male,3,167.54,C,1,Senior,High,Survived
1060,Sara Smith,19,female,2,159.31,C,1,Adult,High,Survived
1061,Emma Brown,68,female,1,269.395,S,0,Senior,High,Not Survived
1062,Chris Brown,31,male,1,233.98,S,0,Adult,High,Not Survived
1063,Alex Brown,55,female,3,387.5,S,0,Adult,Very High,Not Survived
1064,Chris Taylor,40,female,1,127.01,Q,0,Adult,Medium,Not Survived
1065,David Taylor,40,female,1,66.95,Q,0,Adult,Medium,Not Survived
1066,Emma Taylor,12,female,3,180.38,S,1,Child,High,Survived
1067,David Brown,48,female,2,269.395,S,0,Adult,High,Not Survived
1068,David Brown,40,female,2,269.395,S,0,Adult,High,Not Survived
1069,Emma Brown,37,female,3,418.48,S,0,Adult,Very High,Not Survived
1070,David Brown,40,female,1,302.59,C,0,Adult,Very High,Not Survived
1071,Sara Taylor,30,female,2,33.74,Q,1,Adult,Low,Survived
1072,Mary Brown,40,female,3,271.3,Q,0,Adult,High,Not Survived
1073,Chris Brown,3,female,3,269.395,Q,0,Child,High,Not Survived
1074,Emma Smith,18,female,1,269.395,S,1,Teen,High,Survived
1075,Chris Taylor,23,female,3,269.395,S,1,Adult,High,Survived
1076,Mary Taylor,40,female,1,291.86,S,0,Adult,High,Not Survived
1077,Mary Smith,53,male,3,269.395,S,1,Adult,High,Survived
1078,Alex Smith,11,female,1,269.395,Q,0,Child,High,Not Survived
1079,Chris Taylor,40,male,2,269.395,S,1,Adult,High,Survived
1080,Mary Brown,45,female,3,269.395,S,0,Adult,High,Not Survived
1081,David Smith,40,female,2,14.24,C,1,Adult,Low,Survived
1082,Alex Brown,60,female,1,269.395,Q,0,Adult,High,Not Survived
1083,Chris Taylor,40,female,1,269.395,S,1,Adult,High,Survived
1084,Mary Taylor,40,female,1,479.31,S,0,Adult,Very High,Not Survived
1085,John Taylor,46,female,1,269.395,Q,1,Adult,High,Survived
1086,Mary Smith,40,female,1,269.395,C,0,Adult,High,Not Survived
1087,Chris Smith,40,female,2,269.395,S,0,Adult,High,Not Survived
1088,Sara Taylor,1,male,3,269.395,C,1,Child,High,Survived
1089,Mary Brown,8,male,3,269.395,C,0,Child,High,Not Survived
1090,David Taylor,40,male,1,58.83,Q,0,Adult,Medium,Not Survived
1091,Sara Taylor,40,female,1,453.07,S,1,Adult,Very High,Survived
1092,Sara Brown,40,female,1,190.9,C,1,Adult,High,Survived
1093,Alex Smith,67,male,2,269.395,C,1,Senior,High,Survived
1094,Chris Brown,76,male,2,269.395,S,0,Senior,High,Not Survived
1095,David Taylor,40,male,2,375.29,S,0,Adult,Very High,Not Survived
1096,Sara Brown,40,female,1,438.04,Q,1,Adult,Very High,Survived
1097,John Brown,40,male,2,269.395,Q,1,Adult,High,Survived
1098,Mary Smith,22,male,3,304.15,Q,1,Adult,Very High,Survived
1099,Alex Brown,40,female,3,253.79,C,1,Adult,High,Survived
1100,John Taylor,56,female,2,353.08,C,1,Adult,Very High,Survived
1101,David Brown,58,female,1,269.395,S,1,Adult,High,Survived
1102,John Brown,34,female,2,269.395,S,0,Adult,High,Not Survived
1103,John Taylor,44,female,1,489.63,S,0,Adult,Very High,Not Survived
1104,Chris Smith,20,female,2,269.395,S,1,Adult,High,Survived
1105,Alex Smith,14,female,2,117.13,Q,1,Teen,Medium,Survived
1106,Sophia Taylor,63,female,2,408.53,S,1,Senior,Very High,Survived
1107,Chris Smith,33,female,3,145.19,S,0,Adult,Medium,Not Survived
1108,Sara Brown,13,female,2,269.395,S,0,Teen,High,Not Survived
1109,Sophia Smith,40,male,2,419.29,S,1,Adult,Very High,Survived
1110,Mary Taylor,40,male,3,269.395,Q,1,Adult,High,Survived
1111,Alex Brown,40,male,2,101.63,S,1,Adult,Medium,Survived
1112,David Smith,40,female,3,269.395,Q,1,Adult,High,Survived
1113,Alex Brown,47,female,3,418.59,S,0,Adult,Very High,Not Survived
1114,John Brown,60,male,3,126.92,C,0,Adult,Medium,Not Survived
1115,Chris Brown,12,female,2,19.42,S,1,Child,Low,Survived
1116,Emma Taylor,73,female,2,269.395,S,1,Senior,High,Survived
1117,Sophia Brown,40,female,1,115.32,S,0,Adult,Medium,Not Survived
1118,Alex Taylor,61,female,3,371.55,S,1,Senior,Very High,Survived
1119,John Smith,40,female,3,269.395,S,0,Adult,High,Not Survived
1120,Emma Smith,40,male,1,269.395,C,1,Adult,High,Survived
1121,Sophia Smith,76,female,1,85.77,S,1,Senior,Medium,Survived
1122,Emma Brown,40,female,3,269.395,C,0,Adult,High,Not Survived
1123,Chris Smith,40,male,1,269.395,C,0,Adult,High,Not Survived
1124,David Brown,56,female,2,49.28,S,1,Adult,Low,Survived
1125,Sara Brown,40,male,3,66.57,S,1,Adult,Medium,Survived
1126,Emma Taylor,23,female,3,435.42,Q,0,Adult,Very High,Not Survived
1127,Sophia Smith,40,female,3,269.395,Q,1,Adult,High,Survived
1128,Chris Smith,40,male,1,122.22,S,1,Adult,Medium,Survived
1129,Sophia Smith,3,male,2,269.395,C,0,Child,High,Not Survived
1130,Chris Brown,6,male,1,79.15,S,0,Child,Medium,Not Survived
1131,Chris Brown,40,female,1,269.395,Q,0,Adult,High,Not Survived
1132,Alex Taylor,80,female,3,433.32,Q,0,Senior,Very High,Not Survived
1133,Emma Smith,40,male,1,269.395,S,0,Adult,High,Not Survived
1134,Sophia Brown,34,female,2,269.395,S,1,Adult,High,Survived
1135,Alex Brown,40,female,2,347.64,S,1,Adult,Very High,Survived
1136,Mary Smith,71,female,3,428.49,C,0,Senior,Very High,Not Survived
1137,Chris Smith,40,female,3,305.83,C,0,Adult,Very High,Not Survived
1138,Chris Brown,46,male,3,353.05,S,0,Adult,Very High,Not Survived
1139,Alex Taylor,40,female,3,216.91,S,0,Adult,High,Not Survived
1140,John Taylor,74,male,2,173.65,Q,0,Senior,High,Not Survived
1141,Sophia Smith,40,female,2,269.395,S,0,Adult,High,Not Survived
1142,David Smith,6,male,2,318.44,C,1,Child,Very High,Survived
1143,Chris Smith,17,male,2,269.395,S,1,Teen,High,Survived
1144,John Taylor,40,male,2,177.33,Q,0,Adult,High,Not Survived
1145,Sophia Smith,40,female,3,269.395,Q,1,Adult,High,Survived
1146,David Smith,40,male,2,301.1,S,0,Adult,Very High,Not Survived
1147,John Brown,40,female,2,464.75,S,1,Adult,Very High,Survived
1148,Chris Smith,40,female,3,269.395,S,0,Adult,High,Not Survived
1149,Sophia Smith,2,female,2,269.395,C,0,Child,High,Not Survived
1150,Emma Brown,40,male,3,269.395,S,1,Adult,High,Survived
1151,Sophia Smith,75,female,3,269.395,C,0,Senior,High,Not Survived
1152,Mary Brown,40,female,3,269.395,S,1,Adult,High,Survived
1153,John Taylor,40,female,3,90.6,Q,0,Adult,Medium,Not Survived
1154,Alex Smith,40,male,3,170.96,S,0,Adult,High,Not Survived
1155,Chris Brown,40,male,1,269.395,S,1,Adult,High,Survived
1156,Sophia Taylor,40,female,3,269.395,S,0,Adult,High,Not Survived
1157,Mary Brown,51,female,3,269.395,S,1,Adult,High,Survived
1158,David Smith,40,female,3,269.395,C,0,Adult,High,Not Survived
1159,Chris Taylor,49,female,3,269.395,S,1,Adult,High,Survived
1160,John Taylor,40,female,1,269.395,C,0,Adult,High,Not Survived
1161,Mary Smith,40,male,2,269.395,S,1,Adult,High,Survived
1162,Emma Taylor,40,female,2,269.395,S,1,Adult,High,Survived
1163,Mary Brown,40,female,2,153.94,Q,0,Adult,High,Not Survived
1164,Chris Taylor,12,female,2,151.5,Q,1,Child,High,Survived
1165,Sophia Brown,40,female,3,269.395,C,1,Adult,High,Survived
1166,Chris Smith,40,male,1,467.96,C,1,Adult,Very High,Survived
1167,Emma Smith,40,male,2,286.18,C,1,Adult,High,Survived
1168,John Brown,43,male,2,269.395,C,0,Adult,High,Not Survived
1169,Mary Smith,45,female,1,219.33,S,0,Adult,High,Not Survived
1170,Sara Brown,12,female,1,423.1,Q,0,Child,Very High,Not Survived
1171,Chris Smith,40,female,1,269.395,C,1,Adult,High,Survived
1172,David Smith,31,female,3,179.65,C,1,Adult,High,Survived
1173,Sophia Brown,36,male,3,269.395,Q,1,Adult,High,Survived
1174,Sara Smith,40,female,3,269.395,S,1,Adult,High,Survived
1175,John Taylor,40,female,3,269.395,S,1,Adult,High,Survived
1176,John Smith,26,female,1,161.23,S,0,Adult,High,Not Survived
1177,John Brown,30,female,3,227.75,S,1,Adult,High,Survived
1178,Alex Brown,40,male,3,269.395,C,1,Adult,High,Survived
1179,David Brown,29,female,2,269.395,S,0,Adult,High,Not Survived
1180,Sara Taylor,19,female,2,427.94,C,1,Adult,Very High,Survived
1181,Alex Brown,40,female,3,400.36,S,1,Adult,Very High,Survived
1182,John Taylor,41,female,3,316.17,Q,0,Adult,Very High,Not Survived
1183,Sara Smith,13,male,2,200.94,S,1,Teen,High,Survived
1184,Sara Taylor,40,female,3,269.395,S,1,Adult,High,Survived
1185,David Brown,40,female,3,269.395,S,0,Adult,High,Not Survived
1186,John Brown,32,female,2,269.395,C,0,Adult,High,Not Survived
1187,Sara Smith,58,female,2,381.5,S,0,Adult,Very High,Not Survived
1188,Chris Smith,57,female,2,269.395,S,1,Adult,High,Survived
1189,Mary Smith,40,male,2,357.59,C,0,Adult,Very High,Not Survived
1190,Alex Taylor,40,female,2,269.395,S,1,Adult,High,Survived
1191,Sara Brown,40,female,2,212.41,Q,0,Adult,High,Not Survived
1192,Chris Smith,40,female,3,269.395,C,1,Adult,High,Survived
1193,Sophia Taylor,40,female,2,269.395,S,1,Adult,High,Survived
1194,Mary Taylor,40,female,3,250.11,Q,0,Adult,High,Not Survived
1195,Emma Brown,10,female,3,431.76,S,0,Child,Very High,Not Survived
